,noisy,filtered
2022-06-01 00:00:00,-0.15674325062791164,-0.16746788934257145
2022-06-01 00:05:00,0.03045101267629182,-0.15824836059683517
2022-06-01 00:10:00,-0.03892745323065154,-0.14898427965102207
2022-06-01 00:15:00,0.7453937078834666,-0.13967871849966737
2022-06-01 00:20:00,-0.4472855862910741,-0.13033475562006946
2022-06-01 00:25:00,-0.1189843840268581,-0.12095547195874375
2022-06-01 00:30:00,-0.5474061086239309,-0.1115439471480765
2022-06-01 00:35:00,0.04479310763211474,-0.10210325580334532
2022-06-01 00:40:00,-0.05616706024375885,-0.09263646374588004
2022-06-01 00:45:00,0.15298375970243147,-0.08314662412032958
2022-06-01 00:50:00,-0.11042105339341034,-0.07363677348220002
2022-06-01 00:55:00,0.06652883525670553,-0.06410992794207514
2022-06-01 01:00:00,0.24622708128101892,-0.05456907940373943
2022-06-01 01:05:00,0.15981293588796364,-0.04501719190962668
2022-06-01 01:10:00,0.2446353565049676,-0.035457198129575325
2022-06-01 01:15:00,0.3375455228795856,-0.025891996046576223
2022-06-01 01:20:00,0.4871883457410572,-0.016324445886610067
2022-06-01 01:25:00,0.3105578751109909,-0.006757367340044927
2022-06-01 01:30:00,0.448702352641973,0.002806462872763378
2022-06-01 01:35:00,-0.1095989858117941,0.012364313064345845
2022-06-01 01:40:00,-0.08866540609872223,0.021913498309261262
2022-06-01 01:45:00,0.33649992794202854,0.031451381949689744
2022-06-01 01:50:00,-0.29859281251840575,0.04097537700350805
2022-06-01 01:55:00,0.3115535040386668,0.050482947546048124
2022-06-01 02:00:00,0.41806457102486605,0.05997161007701597
2022-06-01 02:05:00,-0.33836826754149285,0.0694389348474971
2022-06-01 02:10:00,-0.023922909873475062,0.07888254711678573
2022-06-01 02:15:00,0.057623938692514295,0.08830012837042495
2022-06-01 02:20:00,0.11600402415915892,0.09768941758732749
2022-06-01 02:25:00,0.6880079193153008,0.10704821259005116
2022-06-01 02:30:00,0.3533658221677264,0.11637437139878451
2022-06-01 02:35:00,0.355076934622307,0.12566581344635436
2022-06-01 02:40:00,0.36770503068448857,0.13492052054117737
2022-06-01 02:45:00,0.42068350040874747,0.14413653754995062
2022-06-01 02:50:00,0.191560395948984,0.153311972827305
2022-06-01 02:55:00,-0.07802911737234774,0.16244499843148913
2022-06-01 03:00:00,0.31779755977994095,0.171533850191065
2022-06-01 03:05:00,-0.05938784992608753,0.18057682771795272
2022-06-01 03:10:00,0.1903208063879158,0.18957229444435283
2022-06-01 03:15:00,0.24899786149913058,0.19851867771558204
2022-06-01 03:20:00,0.5290498124322428,0.2074144689336195
2022-06-01 03:25:00,0.09050629972992313,0.21625822370645714
2022-06-01 03:30:00,0.03719456385694969,0.22504856194320266
2022-06-01 03:35:00,0.2224631175837599,0.23378416789012268
2022-06-01 03:40:00,-0.07466314474255104,0.2424637901755495
2022-06-01 03:45:00,0.42861134201139783,0.2510862419383213
2022-06-01 03:50:00,0.10614515915533596,0.259650401066271
2022-06-01 03:55:00,0.5657095973871509,0.26815521052076985
2022-06-01 04:00:00,0.5345341223373588,0.2765996786871428
2022-06-01 04:05:00,0.8661046317825116,0.28498287966089947
2022-06-01 04:10:00,0.3704474509865665,0.2933039533561784
2022-06-01 04:15:00,0.5779277291636311,0.30156210533863975
2022-06-01 04:20:00,0.42772105440705877,0.3097566063569249
2022-06-01 04:25:00,0.6794878617213151,0.3178867916138156
2022-06-01 04:30:00,0.02183945174009483,0.3259520598260224
2022-06-01 04:35:00,0.5613359336295292,0.3339518721130095
2022-06-01 04:40:00,0.183989643189261,0.3418857507748818
2022-06-01 04:45:00,0.20999536179878572,0.3497532780304511
2022-06-01 04:50:00,0.5668516627576496,0.35755409476618566
2022-06-01 04:55:00,0.06633394570090567,0.3652878993204749
2022-06-01 05:00:00,0.34852856535811827,0.37295444630970626
2022-06-01 05:05:00,0.39759430170914395,0.38055354550309983
2022-06-01 05:10:00,0.619009817180121,0.3880850607556956
2022-06-01 05:15:00,0.009033880250379045,0.39554890898044803
2022-06-01 05:20:00,0.16591132772944453,0.4029450591308752
2022-06-01 05:25:00,0.6278995656989008,0.4102735312223884
2022-06-01 05:30:00,0.839045937861014,0.4175343954440501
2022-06-01 05:35:00,0.4319130805489062,0.42472777132045575
2022-06-01 05:40:00,0.4412849391724501,0.43185382679720724
2022-06-01 05:45:00,0.8140838752582551,0.43891277716970045
2022-06-01 05:50:00,0.5319812711275818,0.44590488386141686
2022-06-01 05:55:00,0.29837503905841245,0.4528304530664615
2022-06-01 06:00:00,0.5738491952765798,0.4596898342630299
2022-06-01 06:05:00,0.3674059407465532,0.4664834186414808
2022-06-01 06:10:00,0.43316602091914463,0.4732116375092582
2022-06-01 06:15:00,0.7278588934024551,0.4798749607051386
2022-06-01 06:20:00,0.35170726220599446,0.48647389501884925
2022-06-01 06:25:00,0.936476335323216,0.4930089825866688
2022-06-01 06:30:00,0.29588799170824875,0.4994807992221868
2022-06-01 06:35:00,0.9470671738945605,0.5058899526485208
2022-06-01 06:40:00,0.34046897766616613,0.5122370806145522
2022-06-01 06:45:00,0.4833223780948016,0.5185228488973721
2022-06-01 06:50:00,0.3601989873634996,0.5247479492244191
2022-06-01 06:55:00,0.5524077461312942,0.5309130971819346
2022-06-01 07:00:00,0.06762029462312069,0.5370190301782105
2022-06-01 07:05:00,0.6906879233738883,0.5430665055083549
2022-06-01 07:10:00,0.18901215997390103,0.5490562985533679
2022-06-01 07:15:00,0.1924319152742826,0.5549892011354671
2022-06-01 07:20:00,0.29966375917153176,0.560866020053183
2022-06-01 07:25:00,1.0191985432705608,0.5666875758318883
2022-06-01 07:30:00,0.6109165451081433,0.5724547016757184
2022-06-01 07:35:00,0.3829686821040693,0.5781682425074386
2022-06-01 07:40:00,1.1153519764966933,0.5838290539702267
2022-06-01 07:45:00,0.6876501673098483,0.5894380013394849
2022-06-01 07:50:00,-0.013958389283141637,0.5949959583282458
2022-06-01 07:55:00,0.8299865342378948,0.6005038057958697
2022-06-01 08:00:00,0.6019778230910359,0.6059624304410686
2022-06-01 08:05:00,0.7009173493159592,0.6113727235581131
2022-06-01 08:10:00,1.249507606025255,0.6167355798278114
2022-06-01 08:15:00,0.3917531509808926,0.6220518960376012
2022-06-01 08:20:00,0.5773267042336913,0.6273225696429541
2022-06-01 08:25:00,0.453347091620975,0.6325484971744197
2022-06-01 08:30:00,0.6552202909163518,0.637730572590399
2022-06-01 08:35:00,0.5219057032405136,0.6428696856790949
2022-06-01 08:40:00,0.48381607577602914,0.6479667205462891
2022-06-01 08:45:00,0.7710327221383395,0.6530225541865277
2022-06-01 08:50:00,0.7911511614835391,0.6580380551279977
2022-06-01 08:55:00,0.6774380908976944,0.6630140821163069
2022-06-01 09:00:00,0.5223618118788727,0.6679514827813209
2022-06-01 09:05:00,0.5172307384783964,0.6728510922662212
2022-06-01 09:10:00,0.586861184531994,0.6777137318622636
2022-06-01 09:15:00,0.38566761430699475,0.6825402077180066
2022-06-01 09:20:00,0.6822631010611394,0.6873313096721656
2022-06-01 09:25:00,1.1689560042745692,0.6920878102219851
2022-06-01 09:30:00,0.6944274678635611,0.696810463575725
2022-06-01 09:35:00,0.619928127923277,0.701500004678066
2022-06-01 09:40:00,0.533681660883868,0.7061571481319396
2022-06-01 09:45:00,0.6345083391737637,0.7107825870535787
2022-06-01 09:50:00,0.582009915060726,0.7153769919574624
2022-06-01 09:55:00,0.5801362647830579,0.7199410097358654
2022-06-01 10:00:00,0.2869880316977525,0.7244752627568549
2022-06-01 10:05:00,0.6699282603623506,0.7289803481082043
2022-06-01 10:10:00,0.824065408235832,0.7334568370254544
2022-06-01 10:15:00,0.7767147192344706,0.7379052745007247
2022-06-01 10:20:00,0.46898429540076936,0.7423261790026934
2022-06-01 10:25:00,0.634467162840758,0.7467200422417917
2022-06-01 10:30:00,0.603616702898353,0.7510873289891677
2022-06-01 10:35:00,0.563928528910168,0.7554284770032611
2022-06-01 10:40:00,0.6605683241985949,0.759743897098883
2022-06-01 10:45:00,0.38880479850836996,0.7640339733677487
2022-06-01 10:50:00,0.3347823769743119,0.7682990635667566
2022-06-01 10:55:00,0.5467263207997181,0.7725394997213096
2022-06-01 11:00:00,0.4153265893327652,0.7767555890067931
2022-06-01 11:05:00,1.1444142946574947,0.7809476149348069
2022-06-01 11:10:00,0.6510960290850497,0.7851158387910491
2022-06-01 11:15:00,1.1446631087919672,0.7892605012022806
2022-06-01 11:20:00,0.5569768329485257,0.793381823704115
2022-06-01 11:25:00,0.7105783955512078,0.797480010245641
2022-06-01 11:30:00,1.1248328734944986,0.8015552486463586
2022-06-01 11:35:00,0.8893473655883215,0.8056077120398584
2022-06-01 11:40:00,1.3016886360292508,0.8096375602790554
2022-06-01 11:45:00,0.6452474912028253,0.8136449412191019
2022-06-01 11:50:00,0.5687081793613122,0.8176299918216398
2022-06-01 11:55:00,0.6000983490177998,0.8215928391281658
2022-06-01 12:00:00,0.9377942500838278,0.8255336012350807
2022-06-01 12:05:00,1.0920629954269214,0.8294523883717559
2022-06-01 12:10:00,0.6510924317780484,0.8333493040628357
2022-06-01 12:15:00,0.9196304279824095,0.837224446287699
2022-06-01 12:20:00,0.8158253490968526,0.8410779085934282
2022-06-01 12:25:00,1.5316166320851177,0.8449097811699451
2022-06-01 12:30:00,0.8815135340955705,0.848720151859371
2022-06-01 12:35:00,0.9519139727204595,0.8525091070076303
2022-06-01 12:40:00,0.9968350733127087,0.8562767320921718
2022-06-01 12:45:00,0.7625370071201262,0.8600231121524443
2022-06-01 12:50:00,0.7371099866584386,0.8637483321005635
2022-06-01 12:55:00,0.9440233970607671,0.8674524769862869
2022-06-01 13:00:00,1.0490315056792054,0.871135632269119
2022-06-01 13:05:00,0.5745588111869797,0.8747978841074983
2022-06-01 13:10:00,1.0993224705976026,0.8784393196438456
2022-06-01 13:15:00,1.0009040343110283,0.8820600272777445
2022-06-01 13:20:00,1.0619850567865512,0.8856600969210994
2022-06-01 13:25:00,0.4904824341555481,0.8892396202006944
2022-06-01 13:30:00,0.6552214613447527,0.8927986905994119
2022-06-01 13:35:00,0.5601383386995897,0.8963374036186256
2022-06-01 13:40:00,0.8639626154482463,0.899855857091081
2022-06-01 13:45:00,0.5808865587953215,0.9033541517212703
2022-06-01 13:50:00,1.027368233655197,0.9068323918490874
2022-06-01 13:55:00,1.123204865754271,0.9102906863861067
2022-06-01 14:00:00,1.16156763681878,0.9137291498406722
2022-06-01 14:05:00,1.1184154755666338,0.9171479033143681
2022-06-01 14:10:00,1.0215884091673941,0.9205470753613962
2022-06-01 14:15:00,1.2063133261580121,0.9239268026607079
2022-06-01 14:20:00,0.974878192233363,0.9272872305017971
2022-06-01 14:25:00,0.6300416142706027,0.9306285131057664
2022-06-01 14:30:00,0.8650816940873288,0.9339508138342721
2022-06-01 14:35:00,1.3575253482140641,0.9372543053760244
2022-06-01 14:40:00,0.9876768461409114,0.9405391699628464
2022-06-01 14:45:00,0.8547350077194499,0.9438055995680062
2022-06-01 14:50:00,1.1303239491443573,0.9470537960147889
2022-06-01 14:55:00,0.9198036771108763,0.9502839709908945
2022-06-01 15:00:00,0.7039792273979963,0.9534963460073034
2022-06-01 15:05:00,1.2246387133177572,0.9566911523369102
2022-06-01 15:10:00,0.8312809070239131,0.9598686309623485
2022-06-01 15:15:00,0.8479095894625023,0.96302903254342
2022-06-01 15:20:00,1.2013380355195022,0.9661726173960612
2022-06-01 15:25:00,0.7380227476096982,0.9692996554807394
2022-06-01 15:30:00,1.2440199753213503,0.9724104263977844
2022-06-01 15:35:00,1.0825946507256332,0.9755052193715902
2022-06-01 15:40:00,0.8093461808158459,0.9785843331952897
2022-06-01 15:45:00,0.9120878079227884,0.9816480761186155
2022-06-01 15:50:00,1.450354808841512,0.9846967656970881
2022-06-01 15:55:00,0.70277099903554,0.9877307286248891
2022-06-01 16:00:00,1.1157205692627583,0.9907503005318984
2022-06-01 16:05:00,0.9881235132852669,0.9937558257231529
2022-06-01 16:10:00,1.397348772767586,0.9967476568741105
2022-06-01 16:15:00,1.1604745095877635,0.9997261546743771
2022-06-01 16:20:00,0.9762193652679451,1.0026916873592424
2022-06-01 16:25:00,1.6955244884451173,1.0056446300708668
2022-06-01 16:30:00,1.1615810748913684,1.0085853640209275
2022-06-01 16:35:00,0.8525549432803382,1.011514275422012
2022-06-01 16:40:00,1.0533963444138408,1.0144317541763566
2022-06-01 16:45:00,0.7298830947999313,1.017338192399683
2022-06-01 16:50:00,0.8098948489304976,1.0202339829168139
2022-06-01 16:55:00,0.800325637219654,1.0231195178443637
2022-06-01 17:00:00,1.085867134464535,1.0259951873296933
2022-06-01 17:05:00,0.9971723021876056,1.0288613784620713
2022-06-01 17:10:00,0.993516632721555,1.0317184743134908
2022-06-01 17:15:00,0.8390715585133552,1.0345668530485301
2022-06-01 17:20:00,0.942945791612416,1.0374068870811533
2022-06-01 17:25:00,1.5870757430865576,1.0402389422924578
2022-06-01 17:30:00,0.7090312081930341,1.0430633772947593
2022-06-01 17:35:00,1.0633864803153348,1.0458805426786433
2022-06-01 17:40:00,0.8708362505546647,1.048690780211543
2022-06-01 17:45:00,0.8587183793667454,1.0514944220398903
2022-06-01 17:50:00,1.0133469409625953,1.0542917899715074
2022-06-01 17:55:00,1.3541366615490196,1.0570831948721044
2022-06-01 18:00:00,0.6624600674571871,1.059868936151674
2022-06-01 18:05:00,0.8421532519745848,1.0626493012946108
2022-06-01 18:10:00,1.0660865364036665,1.0654245654392913
2022-06-01 18:15:00,1.0840015256657176,1.068194991066142
2022-06-01 18:20:00,1.1698472224002598,1.0709608278123426
2022-06-01 18:25:00,0.97715537432476,1.0737223123563826
2022-06-01 18:30:00,1.120221499992239,1.0764796683093294
2022-06-01 18:35:00,1.2981859698992309,1.0792331060905997
2022-06-01 18:40:00,1.220376144578474,1.0819828227773427
2022-06-01 18:45:00,1.1290867442701877,1.0847290018907856
2022-06-01 18:50:00,1.0397408775915964,1.0874718130796446
2022-06-01 18:55:00,1.3442267820718086,1.0902114117005706
2022-06-01 19:00:00,1.0985276714985748,1.092947938321431
2022-06-01 19:05:00,0.9571604542525792,1.0956815181574846
2022-06-01 19:10:00,1.2045682880237458,1.0984122604455215
2022-06-01 19:15:00,1.6240159478668672,1.1011402577764953
2022-06-01 19:20:00,1.126155656399086,1.1038655853749288
2022-06-01 19:25:00,0.721635476058618,1.1065883002592205
2022-06-01 19:30:00,1.444718373038261,1.1093084402579032
2022-06-01 19:35:00,1.2085309554625083,1.1120260229489263
2022-06-01 19:40:00,1.2136342344620321,1.1147410445750732
2022-06-01 19:45:00,0.9543428017942401,1.1174534789072534
2022-06-01 19:50:00,0.548734989780309,1.1201632760385538
2022-06-01 19:55:00,0.724120774307758,1.1228703611966404
2022-06-01 20:00:00,0.8081425753229237,1.1255746337387
2022-06-01 20:05:00,0.8287233120889016,1.1282759664675652
2022-06-01 20:10:00,0.8368992275681328,1.1309742053127319
2022-06-01 20:15:00,1.3659496454148687,1.1336691693412224
